,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
1462,Seasoned raw beef,육회,"['beef', 'beef chuck steak', 'beef flank', 'eggs', 'filet minon', 'garlic', 'green onion', 'ground black pepper', 'honey', 'Korean pear', 'pine nuts', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'water', '']","['anju', 'beef', 'cold', 'easy', 'main dish', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=pa-A2plYl7Q,"['beef', 'beef chuck steak', 'beef flank', 'eggs', 'filet minon', 'garlic', 'green onion', 'Korean pear', 'pine nuts', 'sesame seeds', 'toasted sesame oil', '']"
1463,Braised beef with eggs & peppers in soy sauce ,장조림,"['dried kelp', 'eggs', 'flank steak', 'garlic', 'green chili pepper', 'honey', 'shishito peppers', 'soy sauce', 'water', '']","['beef', 'lunchbox', 'preserved side dish', 'side dish', 'spicy']",https://youtube.com/watch?v=_TpmH0XF_dE,"['dried kelp', 'eggs', 'flank steak', 'garlic', 'green chili pepper', 'shishito peppers', '']"
1464,Rice cake soup,떡국,"['beef brisket', 'beef flank', 'eggs', 'fish sauce', 'garlic', 'gim', 'green onion', 'ground black pepper', 'kosher salt', 'large green onion', 'sliced rice cake', 'soup soy sauce', 'toasted sesame oil', 'vegetable oil', 'water', '']","['beef', 'main dish', 'non spicy', 'one bowl meal', 'soup']",https://youtube.com/watch?v=plvT0vWBK14,"['beef brisket', 'beef flank', 'eggs', 'fish sauce', 'garlic', 'gim', 'green onion', 'large green onion', 'sliced rice cake', 'soup soy sauce', 'toasted sesame oil', '']"
1465,Sweet and sour pork (or beef),탕수육,"['apple', 'beef', 'carrot', 'corn oil', 'cucumber', 'eggs', 'ginger', 'ground black pepper', 'kosher salt', 'onion', 'pineapple', 'pork', 'potato starch', 'shiitake mushrooms', 'soy sauce', 'sugar', 'toasted sesame oil', 'Turbinado sugar', 'vegetable oil', 'vinegar', 'water', 'wood ear mushrooms', '']","['beef', 'Korean Chinese', 'main dish', 'non spicy', 'pork', 'vegetarian']",https://youtube.com/watch?v=TEszU_dPh-U,"['apple', 'beef', 'carrot', 'corn oil', 'cucumber', 'eggs', 'ginger', 'onion', 'pineapple', 'pork', 'potato starch', 'shiitake mushrooms', 'toasted sesame oil', 'Turbinado sugar', 'wood ear mushrooms', '']"
1466,Spicy mixed-up seafood noodle soup,짬뽕,"['beef', 'bok choy', 'cabbage', 'carrot', 'clams', 'dried anchovies', 'dried kelp', 'fish sauce', 'garlic', 'ginger', 'hot pepper flakes', 'jjajangmyeon noodles', 'kosher salt', 'large green onion', 'leek', 'mussels', 'onion', 'pork', 'shrimp', 'squid', 'toasted sesame oil', 'vegetable oil', '']","['beef', 'Korean Chinese', 'main dish', 'noodle', 'one bowl meal', 'pork', 'seafood', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=7txoB9qnKWs,"['beef', 'bok choy', 'cabbage', 'carrot', 'clams', 'dried anchovies', 'dried kelp', 'fish sauce', 'garlic', 'ginger', 'jjajangmyeon noodles', 'large green onion', 'leek', 'mussels', 'onion', 'pork', 'shrimp', 'squid', 'toasted sesame oil', '']"
1467,Braised beef short ribs,갈비찜,"['beef short ribs', 'brown sugar', 'carrot', 'chestnuts', 'corn syrup', 'daikon radish', 'garlic', 'ginger', 'ginkgo nuts', 'ground black pepper', 'jujubes', 'Korean radish', 'mirim', 'onion', 'pine nuts', 'rice syrup', 'shiitake mushrooms', 'soy sauce', 'sugar', 'water', '']","['beef', 'main dish', 'non spicy', 'side dish']",https://youtube.com/watch?v=vtGzj6cUn7Q,"['beef short ribs', 'brown sugar', 'carrot', 'chestnuts', 'corn syrup', 'daikon radish', 'garlic', 'ginger', 'ginkgo nuts', 'jujubes', 'Korean radish', 'mirim', 'onion', 'pine nuts', 'rice syrup', 'shiitake mushrooms', '']"
1468,"Pork, beef, and chive dumplings",만두,"['Asian chives', 'eggs', 'fish sauce', 'garlic', 'green onion', 'ground beef', 'ground pork', 'kosher salt', 'mandu skins', 'onion', 'shiitake mushrooms', 'sugar', 'toasted sesame oil', 'tofu', 'vegetable oil', '']","['beef', 'main dish', 'mandu', 'non spicy', 'pork', 'snack']",https://youtube.com/watch?v=zECZXmDmHR0,"['Asian chives', 'eggs', 'fish sauce', 'garlic', 'green onion', 'ground beef', 'ground pork', 'mandu skins', 'onion', 'shiitake mushrooms', 'toasted sesame oil', 'tofu', '']"
1469,Easy bulgogi,막불고기,"['beef tenderloin', 'brown sugar', 'garlic', 'green onion', 'ground black pepper', 'lettuce', 'sesame seeds', 'sirloin steak', 'soy sauce', 'ssamjang', 'toasted sesame oil', 'water', '']","['BBQ', 'beef', 'easy', 'main dish', 'side dish']",https://youtube.com/watch?v=srHw4xQj1I0,"['beef tenderloin', 'brown sugar', 'garlic', 'green onion', 'lettuce', 'sesame seeds', 'sirloin steak', 'ssamjang', 'toasted sesame oil', '']"
1470,Seaweed soup with beef,쇠고기 미역국,"['beef brisket', 'fish sauce', 'garlic', 'miyeok', 'toasted sesame oil', 'water', '']","['beef', 'easy', 'non spicy', 'side dish', 'soup']",https://youtube.com/watch?v=znpwSp0Ro2I,"['beef brisket', 'fish sauce', 'garlic', 'miyeok', 'toasted sesame oil', '']"
1471,Spicy beef and vegetable soup,육개장,"['beef brisket', 'celery', 'fernbrake', 'garlic', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'soy sauce', 'soybean sprouts', 'toasted sesame oil', 'vegetable oil', 'water', '']","['beef', 'main dish', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=FxSmBbXSDl0,"['beef brisket', 'celery', 'fernbrake', 'garlic', 'green onion', 'onion', 'soybean sprouts', 'toasted sesame oil', '']"
1472,Sweet potato starch noodles stir fried with vegetables,잡채,"['beef', 'carrot', 'eggs', 'garlic', 'green onion', 'ground black pepper', 'kosher salt', 'onion', 'red bell pepper', 'sesame seeds', 'shiitake mushrooms', 'soy sauce', 'spinach', 'sugar', 'sweet potato starch noodles', 'toasted sesame oil', 'vegetable oil', 'white mushrooms', '']","['beef', 'main dish', 'non spicy', 'noodle', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=i1djfV9uigc,"['beef', 'carrot', 'eggs', 'garlic', 'green onion', 'onion', 'red bell pepper', 'sesame seeds', 'shiitake mushrooms', 'spinach', 'sweet potato starch noodles', 'toasted sesame oil', 'white mushrooms', '']"
1473,Korean-style grilled beef BBQ ,쇠고기구이,"['beef tenderloin', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'lettuce', 'rib eye steak', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'white vinegar', '']","['anju', 'BBQ', 'beef', 'main dish', 'non spicy']",https://youtube.com/watch?v=_zqmjkXrYbM,"['beef tenderloin', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'lettuce', 'rib eye steak', 'sesame seeds', 'toasted sesame oil', 'white vinegar', '']"
1474,Barbecued beef stew,불고기전골,"['beef', 'beef broth', 'beef tenderloin', 'carrot', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'honey', 'mushrooms', 'onion', 'pear', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'tofu', '']","['beef', 'main dish', 'non spicy', 'stew']",https://youtube.com/watch?v=AoPeVS03A3A,"['beef', 'beef broth', 'beef tenderloin', 'carrot', 'garlic', 'green chili pepper', 'green onion', 'mushrooms', 'onion', 'pear', 'sesame seeds', 'toasted sesame oil', 'tofu', '']"
1475,Spicy raw crab,양념게장,"['blue crabs', 'flower crab', 'garlic', 'ginger', 'hot pepper flakes', 'soy sauce', 'sugar', 'toasted sesame seeds', '']","['easy', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=JFDV7fMTCVU,"['blue crabs', 'flower crab', 'garlic', 'ginger', 'toasted sesame seeds', '']"
1476,Korean-style shabu-shabu hot pot,샤브샤브,"['anchovy kelp stock', 'bok choy', 'egg', 'fish sauce', 'garlic', 'honey', 'kosher salt', 'lemon juice', 'napa cabbage', 'peanut butter', 'red bell pepper', 'sea scallops', 'shaved beef', 'shrimp', 'squid', 'vegetable stock', 'white mushrooms', '']","['beef', 'easy', 'main dish', 'non spicy', 'one bowl meal', 'seafood', 'soup']",https://youtube.com/watch?v=aSJMFVL2a6w,"['anchovy kelp stock', 'bok choy', 'egg', 'fish sauce', 'garlic', 'lemon juice', 'napa cabbage', 'peanut butter', 'red bell pepper', 'sea scallops', 'shaved beef', 'shrimp', 'squid', 'vegetable stock', 'white mushrooms', '']"
1477,Braised beltfish,갈치조림,"['beltfish', 'daikon radish', 'garlic', 'ginger', 'green chili pepper', 'ground black pepper', 'hot pepper flakes', 'Korean radish', 'onion', 'soy sauce', 'water', '']","['easy', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=dTsYsXpJ30Y,"['beltfish', 'daikon radish', 'garlic', 'ginger', 'green chili pepper', 'Korean radish', 'onion', '']"
1478,Spicy cod fillets,대구살조림,"['all-purpose wheat flour', 'cod fillets', 'dried kelp', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'potato starch', 'soy sauce', 'water', '']","['appetizer', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=pdp5PLcVTow,"['all-purpose wheat flour', 'cod fillets', 'dried kelp', 'garlic', 'green chili pepper', 'green onion', 'onion', 'potato starch', '']"
1479,Anchovy kelp stock,멸치다시마육수,"['daikon radish', 'dried anchovies', 'dried kelp', 'green onion', 'Korean radish', 'onion', 'water', '']","['easy', 'non spicy', 'seafood', 'soup', 'staple ingredient', 'stew']",https://youtube.com/watch?v=uWuYbdkbn74,"['daikon radish', 'dried anchovies', 'dried kelp', 'green onion', 'Korean radish', 'onion', '']"
1480,Shrimp porridge,새우죽,"['carrot', 'fish sauce', 'garlic', 'gim', 'green onion', 'onion', 'short grain rice', 'shrimp', 'soup soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'water', '']","['easy', 'non spicy', 'one bowl meal', 'porridge', 'seafood']",https://youtube.com/watch?v=55gH9vfoOgo,"['carrot', 'fish sauce', 'garlic', 'gim', 'green onion', 'onion', 'short grain rice', 'shrimp', 'soup soy sauce', 'toasted sesame oil', 'toasted sesame seeds', '']"
1481,Seafood green onion pancake,해물파전,"['all-purpose wheat flour', 'anchovy kelp stock', 'apple vinegar', 'clams', 'eggs', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'potato starch', 'shrimp', 'soy sauce', 'squid', 'toasted sesame seeds', 'vegetable oil', 'white vinegar', '']","['anju', 'appetizer', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=bnYr77vOyM0,"['all-purpose wheat flour', 'anchovy kelp stock', 'apple vinegar', 'clams', 'eggs', 'green onion', 'potato starch', 'shrimp', 'squid', 'toasted sesame seeds', 'white vinegar', '']"
1482,Fish cake noodle soup,어묵국수,"['anchovy stock', 'daepa', 'daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'green chili pepper', 'green onion', 'hot pepper flakes', 'jungmyeon', 'Korean radish', 'kosher salt', 'onion', 'somyeon', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'water', '']","['one bowl meal', 'seafood']",https://youtube.com/watch?v=EXmXf6xjD-w,"['anchovy stock', 'daepa', 'daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'green chili pepper', 'green onion', 'jungmyeon', 'Korean radish', 'onion', 'somyeon', 'toasted sesame oil', 'toasted sesame seeds', '']"
1483,Seasoned seaweed,김무침,"['garlic', 'gim', 'green onion', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', '']","['easy', 'seafood', 'side dish', 'vegetarian']",https://youtube.com/watch?v=sieNY0qaBA0,"['garlic', 'gim', 'green onion', 'toasted sesame oil', 'toasted sesame seeds', '']"
1484,Spicy tuna stew,참치찌개,"['canned tuna', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'hot pepper flakes', 'lettuce', 'onion', 'soy sauce', 'ssamjang', '']","['easy', 'main dish', 'seafood', 'spicy', 'stew']",https://youtube.com/watch?v=XxFmI7EyHA0,"['canned tuna', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'lettuce', 'onion', 'ssamjang', '']"
1485,Soybean paste soup with spinach and clams,시금치조개 된장국,"['beef brisket', 'bunch spinach', 'clams', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'kosher salt', 'red chili pepper', 'toasted sesame oil', 'water', '']","['beef', 'easy', 'fermented', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=5u8PA08c-_k,"['beef brisket', 'bunch spinach', 'clams', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'red chili pepper', 'toasted sesame oil', '']"
1486,Fermented pollock roe,명란젓,"['garlic', 'ginger', 'hot pepper flakes', 'kosher salt', 'mirim', 'pollock roe', '']","['easy', 'fermented', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=Op5EWFzrvwY,"['garlic', 'ginger', 'mirim', 'pollock roe', '']"
1487,Seafood kimchi fried rice,해물김치볶음밥,"['clams', 'fermented kimchi', 'garlic', 'gochujang', 'green onion', 'ground black pepper', 'kosher salt', 'mussels', 'onion', 'potato starch', 'rice', 'scallops', 'sesame seeds', 'shrimp', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'wasabi powder', '']","['easy', 'main dish', 'one bowl meal', 'rice', 'seafood', 'spicy']",https://youtube.com/watch?v=ynlphPdUW4U,"['clams', 'fermented kimchi', 'garlic', 'gochujang', 'green onion', 'mussels', 'onion', 'potato starch', 'rice', 'scallops', 'sesame seeds', 'shrimp', 'toasted sesame oil', 'wasabi powder', '']"
1488,Salt-roasted shrimp,새우소금구이,"['garlic', 'gochujang', 'honey', 'lemon', 'sea salt', 'shrimp', 'sugar', '']","['easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=55KiNIU0kSI,"['garlic', 'gochujang', 'lemon', 'sea salt', 'shrimp', '']"
1489,Jellyfish salad,해파리냉채,"['artificial crab sticks', 'eggs', 'english cucumber', 'garlic', 'honey', 'Korean pear', 'kosher salt', 'mustard powder', 'pine nuts', 'salted jellyfish', 'shredded', 'soy sauce', 'sugar', 'toasted sesame oil', 'vinegar', '']","['anju', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=q_V1EOa-Ly8,"['artificial crab sticks', 'eggs', 'english cucumber', 'garlic', 'Korean pear', 'mustard powder', 'pine nuts', 'salted jellyfish', 'shredded', 'toasted sesame oil', '']"
1490,Dried shredded pollock seasoned with gochujang,북어포 고추장무침,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=n9zqAYIzvmg,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
1491,Sautéed zucchini and shrimp,애호박새우볶음,"['fermented salted shrimp', 'garlic', 'green onion', 'kosher salt', 'onion', 'powdered toasted sesame seeds', 'red chili pepper', 'shrimp', 'toasted sesame oil', 'vegetable oil', 'zucchini', '']","['easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=fRkhJ5f4gBU,"['fermented salted shrimp', 'garlic', 'green onion', 'onion', 'powdered toasted sesame seeds', 'red chili pepper', 'shrimp', 'toasted sesame oil', 'zucchini', '']"
1492,Spicy stir-fried octopus,낙지볶음,"['garlic', 'ginger', 'green onion', 'ground black pepper', 'hot pepper flakes', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=nyxRXn6Nbc0,"['garlic', 'ginger', 'green onion', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'toasted sesame oil', '']"
1493,Braised semi-dried pollock,코다리조림,"['daikon radish', 'garlic', 'green onion', 'hot pepper flakes', 'Korean radish', 'large green onion', 'onion', 'rice syrup', 'semi-dried pollock', 'soy sauce', 'sugar', '']","['seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=Efhf-NYYpwU,"['daikon radish', 'garlic', 'green onion', 'Korean radish', 'large green onion', 'onion', 'rice syrup', 'semi-dried pollock', '']"
1494,Seasoned fresh oysters,굴무침,"['fresh oysters', 'frozen oysters', 'garlic', 'green onion', 'hot pepper flakes', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', '']","['cold', 'easy', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=IMZXVZIhGsk,"['fresh oysters', 'frozen oysters', 'garlic', 'green onion', 'sesame seeds', 'toasted sesame oil', '']"
1495,Platter of nine delicacies,구절판,"['beef brisket', 'carrot', 'eggs', 'english cucumber', 'flour', 'garlic', 'ground black pepper', 'honey', 'kosher salt', 'mustard powder', 'pine nuts', 'rock ear mushrooms', 'shrimp', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'beef', 'main dish', 'non spicy', 'seafood']",https://youtube.com/watch?v=IJDS_iusyNQ,"['beef brisket', 'carrot', 'eggs', 'english cucumber', 'garlic', 'mustard powder', 'pine nuts', 'rock ear mushrooms', 'shrimp', 'toasted sesame oil', '']"
1496,Thick soybean paste stew,강된장,"['clams', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'onion', 'potato', 'shrimp', 'squash blossom', 'vegetable oil', 'water', 'zucchini', '']","['beef', 'easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=hI5CZOcyrOY,"['clams', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'onion', 'potato', 'shrimp', 'squash blossom', 'zucchini', '']"
1497,Fried seaweed paper coated with glutinous rice paste,김부각,"['gim', 'glutinous rice flour', 'kosher salt', 'shredded red pepper', 'toasted sesame seeds', 'vegetable oil', 'water', '']","['non spicy', 'seafood', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=w5-3TsT4Ixs,"['gim', 'glutinous rice flour', 'shredded red pepper', 'toasted sesame seeds', '']"
1498,Braised octopus,문어조림,"['garlic', 'hot pepper flakes', 'octopus', 'rice syrup', 'soy sauce', 'sugar', 'vegetable oil', '']","['anju', 'easy', 'lunchbox', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=BFWEJvtS0tY,"['garlic', 'octopus', 'rice syrup', '']"
1499,Octopus slices with sesame dipping sauce,문어숙회,"['kosher salt', 'octopus', 'toasted sesame oil', 'toasted sesame seeds', '']","['main dish', 'non spicy', 'seafood']",https://youtube.com/watch?v=69kNQqoTzvU,"['octopus', 'toasted sesame oil', 'toasted sesame seeds', '']"
1500,Seasoned pan fried flatfish,가자미 양념튀김,"['flatfish', 'flounder', 'fluke', 'garlic', 'green onion', 'hot pepper flakes', 'kosher salt', 'rice syrup', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'water', '']","['easy', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=P755nwQlArk,"['flatfish', 'flounder', 'fluke', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
1501,Fermented soybean paste stew with scallops,패주된장찌개,"['butternut squash', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'onion', 'scallop', 'scallops', 'water', 'zucchini', '']","['easy', 'non spicy', 'seafood', 'side dish', 'stew']",https://youtube.com/watch?v=1N8HVNO4mqo,"['butternut squash', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'onion', 'scallop', 'scallops', 'zucchini', '']"
1502,Korean crab stew,꽃게탕,"['daikon radish', 'doenjang', 'dried anchovies', 'edible chrysanthemum', 'flower crab', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'onion', 'red chili pepper', 'zucchini', '']","['main dish', 'seafood', 'spicy', 'stew']",https://youtube.com/watch?v=Q7tQiDTQzHs,"['daikon radish', 'doenjang', 'dried anchovies', 'edible chrysanthemum', 'flower crab', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'red chili pepper', 'zucchini', '']"
1503,Crunchy squid threads,오징어실채볶음,"['brown sugar', 'dried squid threads', 'garlic', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'white sugar', '']","['anju', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=OW-8RB33g4Q,"['brown sugar', 'dried squid threads', 'garlic', 'toasted sesame seeds', 'white sugar', '']"
1504,Shrimp and Asian chive dumplings,새우 부추 만두,"['Asian chives', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'mandu skins', 'potato starch', 'shrimp', 'soft tofu', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vinegar', '']","['appetizer', 'easy', 'main dish', 'mandu', 'non spicy', 'seafood', 'snack']",https://youtube.com/watch?v=2KyR3rtrh9Y,"['Asian chives', 'mandu skins', 'potato starch', 'shrimp', 'soft tofu', 'toasted sesame oil', 'toasted sesame seeds', '']"
1505,Grilled salted & dried yellow corvina,굴비구이,"['cooking oil', 'dried and salted yellow corvina', '']","['non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=PMyAJ2M2DSc,"['cooking oil', 'dried and salted yellow corvina', '']"
1506,Shrimp Pancakes,새우전,"['corn oil', 'eggs', 'flour', 'grape seed oil', 'green onion', 'ground black pepper', 'ground white pepper', 'kosher salt', 'mustard powder', 'shrimp', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'lunchbox', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=jLN3vM7l9Hk,"['corn oil', 'eggs', 'grape seed oil', 'green onion', 'ground white pepper', 'mustard powder', 'shrimp', 'toasted sesame seeds', '']"
1507,Pork wraps,보쌈,"['brown sugar', 'daikon radish', 'doenjang', 'fermented salted shrimp', 'fish sauce', 'frozen oysters', 'garlic', 'ginger', 'hot pepper flakes', 'instant hazelnut-flavored coffee', 'Korean radish', 'kosher salt', 'napa cabbage', 'onion', 'oysters', 'pork', 'pork belly', 'sugar', 'toasted sesame seeds', 'vinegar', 'water', '']","['anju', 'main dish', 'pork', 'seafood']",https://youtube.com/watch?v=t0Ta_ckc9O0,"['brown sugar', 'daikon radish', 'doenjang', 'fermented salted shrimp', 'fish sauce', 'frozen oysters', 'garlic', 'ginger', 'instant hazelnut-flavored coffee', 'Korean radish', 'napa cabbage', 'onion', 'oysters', 'pork', 'pork belly', 'toasted sesame seeds', '']"
1508,Clam stew,조개탕,"['clams', 'dried anchovies', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'Korean radish', 'onion', 'toasted sesame oil', 'water', '']","['easy', 'non spicy', 'seafood', 'side dish', 'soup', 'stew']",https://youtube.com/watch?v=30hOXeydZDU,"['clams', 'dried anchovies', 'garlic', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'toasted sesame oil', '']"
1509,Spicy grilled squid,오징어통구이,"['corn syrup', 'garlic', 'ginger', 'gochujang', 'green onion', 'mustard', 'rice syrup', 'sesame seeds', 'soy sauce', 'squid', 'toasted sesame oil', 'vegetable oil', '']","['anju', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=LFlzbfnmsas,"['corn syrup', 'garlic', 'ginger', 'gochujang', 'green onion', 'mustard', 'rice syrup', 'sesame seeds', 'squid', 'toasted sesame oil', '']"
1510,Lobster gimbap,랍스터 김밥,"['carrot', 'cucumber', 'english cucumber', 'gim', 'kosher salt', 'lobster', 'rice', 'toasted sesame oil', 'toasted sesame seeds', 'yellow pickled radish', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'seafood']",https://youtube.com/watch?v=-Zf--SCa1_0,"['carrot', 'cucumber', 'english cucumber', 'gim', 'lobster', 'rice', 'toasted sesame oil', 'toasted sesame seeds', 'yellow pickled radish', '']"
1511,Seaweed soup with mussels,홍합 미역국,"['fish sauce', 'garlic', 'green onion', 'kosher salt', 'miyeok', 'mussels', 'soup soy sauce', 'toasted sesame oil', 'water', '']","['non spicy', 'seafood', 'soup']",https://youtube.com/watch?v=GHF1wRj92n0,"['fish sauce', 'garlic', 'green onion', 'miyeok', 'mussels', 'soup soy sauce', 'toasted sesame oil', '']"
1512,Fish cakes,어묵,"['cod fillets', 'eggs', 'flounder', 'flounder fillets', 'flour', 'garlic', 'kosher salt', 'onion', 'pollock fillets', 'potato starch', 'red snapper', 'shrimp', 'snapper fillets', 'squid', 'sugar', 'sweet potato starch', 'vegetable oil', 'white pepper', '']","['appetizer', 'non spicy', 'seafood', 'side dish', 'snack', 'staple ingredient', 'street food']",https://youtube.com/watch?v=zJzgZGGF4PU,"['cod fillets', 'eggs', 'flounder', 'flounder fillets', 'garlic', 'onion', 'pollock fillets', 'potato starch', 'red snapper', 'shrimp', 'snapper fillets', 'squid', 'sweet potato starch', 'white pepper', '']"
1513,Roasted seaweed sheets,김구이,"['gim', 'kosher salt', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'preserved side dish', 'seafood', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=EWK0AIPrVSc,"['gim', 'toasted sesame oil', '']"
1514,Kimchi and mackerel camping stew,김치 고등어통조림 찌개,"['garlic', 'gochujang', 'green chili pepper', 'kimchi', 'mackerel', 'onion', 'potato', 'saury', 'water', '']","['main dish', 'seafood', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=MuJFwXGA_XM,"['garlic', 'gochujang', 'green chili pepper', 'kimchi', 'mackerel', 'onion', 'potato', 'saury', '']"
1515,Seasoned dried anchovies,멸치무침,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'hot pepper flakes', 'rice syrup', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=yLmPDCWbGnU,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
1516,Cold salad with spicy mustard sauce,겨자냉채,"['crabmeat', 'english cucumber', 'Korean pear', 'kosher salt', 'mustard powder', 'pine nuts', 'radish sprouts', 'sugar', 'vinegar', 'water', '']","['appetizer', 'cold', 'main dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=syXmyL-Jx7k,"['crabmeat', 'english cucumber', 'Korean pear', 'mustard powder', 'pine nuts', 'radish sprouts', '']"
1517,Raw crabs marinated in soy sauce,간장게장,"['apple', 'blue crabs', 'dried kelp', 'dried red chili pepper', 'flower crab', 'ginger', 'green chili pepper', 'green onion', 'onion', 'red chili pepper', 'rice', 'rice syrup', 'sesame seeds', 'shredded red pepper', 'soy sauce', 'water', '']","['cold', 'fermented', 'non spicy', 'preserved side dish', 'seafood', 'side dish']",https://youtube.com/watch?v=c8euGxGY32I,"['apple', 'blue crabs', 'dried kelp', 'dried red chili pepper', 'flower crab', 'ginger', 'green chili pepper', 'green onion', 'onion', 'red chili pepper', 'rice', 'rice syrup', 'sesame seeds', 'shredded red pepper', '']"
